scorer,,,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350,DLC_Resnet50_red-seguimiento-a-mariarumNov17shuffle1_snapshot_best-1350
labeled-data,GX010389-sin-distor-correcto,img2625.png,967.7595,147.28064,0.029639322,771.62134,473.31604,0.020032668,1654.2682,319.2507,0.010593446,1902.3582,258.44553,0.017326642,797.972,493.491,0.015340879,797.2424,492.0917,0.0067023477,1.4734488,18.498575,0.011546364,783.99817,470.97327,0.01454848,1925.3949,244.45476,0.05059695,791.83154,479.229,0.02596578,789.1754,479.6726,0.012211238,792.8465,479.85703,0.047034,799.05505,494.66794,0.079696395
labeled-data,GX010389-sin-distor-correcto,img3090.png,968.50305,148.4072,0.03354507,1653.0736,308.84573,0.033680715,401.54886,720.34973,0.027703866,1668.851,329.8688,0.05908935,1663.6162,341.73264,0.015658397,1667.3411,336.3698,0.017201632,1667.111,334.10464,0.009867284,1659.2253,326.28165,0.011976005,1665.0048,325.18533,0.041671466,1657.0951,336.82806,0.021191364,1663.3235,333.94617,0.019928789,1166.0156,12.092588,0.0073732664,1798.7659,1073.2823,0.020894147
labeled-data,GX010389-sin-distor-correcto,img3775.png,1290.017,25.238823,0.01726841,1680.9521,243.32187,0.009980624,1922.9845,484.2567,0.009521229,1911.5364,495.35748,0.013937994,1912.5334,499.82214,0.018738015,1857.6572,1078.2557,0.008416442,740.88464,465.93973,0.011809857,160.21591,497.18817,0.012575198,1325.9114,104.62108,0.008554766,1292.7513,24.677853,0.0413569,1914.2792,497.32455,0.045961652,1909.5476,501.44656,0.022292426,162.31497,513.5578,0.03934792
labeled-data,GX010389-sin-distor-correcto,img1746.png,964.0005,145.87672,0.06293455,770.79364,468.63953,0.02309448,92.05411,133.16275,0.0066425935,101.77489,141.54446,0.011488688,83.917595,1064.3064,0.010423746,9.257046,18.087643,0.0079015745,1835.8082,1066.1249,0.014248191,966.72614,144.49815,0.011204589,13.101343,500.97977,0.0073775393,1284.2354,1076.7754,0.022820728,98.29093,108.981735,0.011131129,5.461919,508.4973,0.009041303,10.063561,516.6088,0.01830006
labeled-data,GX010389-sin-distor-correcto,img3823.png,1145.5756,24.505716,0.038227778,841.24207,432.18085,0.017219491,162.92386,508.90326,0.013458588,1704.1263,265.2744,0.035256974,1409.8248,370.63007,0.011657065,1808.74,792.58136,0.010556884,1798.3771,798.3947,0.013653843,162.23158,499.8509,0.039129663,1700.8176,263.54688,0.012560859,171.32227,505.12625,0.014184475,1274.0394,30.503334,0.017740235,1399.786,311.9676,0.03640026,1815.4941,789.2657,0.02598909
labeled-data,GX010389-sin-distor-correcto,img1067.png,629.9545,439.80066,0.4844913,783.23584,430.5859,0.3714112,708.1716,438.37463,0.27085298,708.6686,438.44513,0.64391464,782.73914,463.2614,0.4696413,785.106,466.79022,0.20305994,803.0477,470.4066,0.22329639,709.97205,429.38797,0.28096196,778.3396,442.447,0.2904021,726.05084,457.5471,0.21225157,776.7514,453.6775,0.36350828,786.02966,469.20108,0.17865643,797.8878,484.07,0.20515786
labeled-data,GX010389-sin-distor-correcto,img1428.png,452.4097,495.3969,0.7584574,501.34055,485.0304,0.62433517,501.7594,495.9333,0.5173301,511.96457,493.7654,0.50134856,579.0716,497.97473,0.47480875,580.05853,500.06232,0.11071849,497.37283,517.34625,0.09117825,504.3722,483.62457,0.17775103,506.37878,491.15384,0.17170523,507.73117,504.56006,0.16082315,574.9216,492.88458,0.46360263,586.03015,501.52707,0.22248521,593.65076,519.81744,0.26719838
labeled-data,GX010389-sin-distor-correcto,img3703.png,886.24536,688.8389,0.014923239,835.0894,432.06363,0.01817131,1884.1492,1051.8336,0.0135055315,755.2278,456.4079,0.09907216,753.1506,464.03314,0.032211572,1710.8141,267.85458,0.012672827,1849.0262,1085.9197,0.012591188,725.3674,471.19443,0.011961432,1894.5089,1047.6769,0.010440082,755.4609,462.34158,0.01604466,1238.2758,75.216385,0.018887471,1859.5845,1071.128,0.02002803,753.09595,473.59503,0.043587357
labeled-data,GX010389-sin-distor-correcto,img4004.png,71.26993,22.773443,0.039470073,769.8732,444.02304,0.023626216,767.6758,448.54422,0.01856443,770.4218,451.61627,0.046241313,97.92596,1078.2837,0.02280953,756.95325,464.99213,0.007726621,753.9663,467.40405,0.024120327,769.6928,443.14044,0.037068363,771.50146,448.9243,0.0072823786,762.4381,455.28253,0.03298408,1872.6587,961.4366,0.0146710165,94.78878,1066.2167,0.032739125,759.2269,472.3957,0.058441814
labeled-data,GX010389-sin-distor-correcto,img0771.png,892.4412,410.90106,0.6200728,963.8684,395.2465,0.85644543,964.00385,411.2495,0.80672187,988.17065,400.89474,0.830848,995.1137,427.00476,0.5951351,990.9315,433.22693,0.15467022,977.63995,445.93622,0.19319284,1054.09,381.05423,1.0,1054.9814,395.81976,1.0,1064.9873,417.37747,0.89331824,1091.6274,399.6354,0.63687044,1108.8992,409.2826,0.24745335,1128.4252,409.96695,0.11029867
labeled-data,GX010389-sin-distor-correcto,img3039.png,969.92896,148.56546,0.02495026,1651.28,307.84207,0.01652996,1667.3574,316.79745,0.0145765245,1672.1531,329.47415,0.011986819,1792.187,1075.907,0.011208399,1874.0566,985.9366,0.005478479,1826.6702,442.6991,0.0074169114,784.7484,470.2213,0.016644789,1669.5732,321.04248,0.020164696,1914.5475,1034.6602,0.01322619,103.89278,568.68,0.014694065,1868.7023,1063.7505,0.010456255,1796.0911,1076.8733,0.020550461
labeled-data,GX010389-sin-distor-correcto,img3592.png,966.10815,142.11345,0.024217673,756.6668,452.3583,0.012896192,769.5741,452.1705,0.009033044,1703.5378,280.1017,0.025976995,1890.2606,518.2664,0.014399461,1792.9213,807.88947,0.008144605,1875.3175,533.3282,0.015053105,772.13324,448.68784,0.012333592,766.02075,453.33356,0.0077890116,769.3826,462.17322,0.028640196,1877.9056,519.6671,0.022140516,762.0673,465.4163,0.025337618,766.39716,475.80334,0.03289227
